timestamp, pstate, temperature.gpu, utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/19 12:52:53.889, P0, 64, 78 %, 25.71 W, 2550 MHz, 8101 MHz
2026/09/19 12:52:54.093, P0, 64, 1 %, 46.44 W, 2550 MHz, 8101 MHz
2026/09/19 12:52:54.297, P0, 64, 91 %, 67.96 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:54.501, P0, 75, 99 %, 74.59 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:54.705, P0, 75, 43 %, 62.81 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:54.911, P0, 75, 1 %, 59.24 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:55.116, P0, 58, 93 %, 67.83 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:55.320, P0, 58, 100 %, 65.88 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:55.524, P0, 58, 100 %, 62.15 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:55.728, P0, 69, 100 %, 77.90 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:55.937, P0, 69, 100 %, 77.35 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:56.141, P0, 69, 100 %, 77.44 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:56.345, P0, 70, 100 %, 75.04 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:56.549, P0, 70, 36 %, 62.04 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:56.753, P0, 70, 5 %, 60.92 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:56.958, P0, 66, 100 %, 60.86 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:57.173, P0, 66, 100 %, 60.85 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:57.377, P0, 66, 100 %, 62.10 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:57.581, P0, 69, 100 %, 71.97 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:57.784, P0, 69, 100 %, 77.22 W, 2565 MHz, 8101 MHz
2026/09/19 12:52:57.988, P0, 69, 100 %, 77.41 W, 2565 MHz, 8101 MHz
