timestamp, pstate, temperature.gpu, utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/09/19 17:48:26.609, P0, 61, 51 %, 28.18 W, 2550 MHz, 8101 MHz
2026/09/19 17:48:26.818, P0, 75, 19 %, 33.50 W, 2550 MHz, 8101 MHz
2026/09/19 17:48:27.023, P0, 75, 99 %, 65.32 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:27.227, P0, 75, 99 %, 76.39 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:27.432, P0, 62, 16 %, 66.36 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:27.636, P0, 62, 2 %, 57.60 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:27.839, P0, 62, 71 %, 61.73 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:28.043, P0, 67, 100 %, 76.81 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:28.248, P0, 67, 100 %, 77.13 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:28.452, P0, 67, 100 %, 77.24 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:28.656, P0, 69, 100 %, 77.31 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:28.860, P0, 69, 100 %, 77.39 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:29.065, P0, 69, 100 %, 77.43 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:29.269, P0, 70, 57 %, 32.10 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:29.473, P0, 70, 2 %, 25.83 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:29.677, P0, 70, 39 %, 31.70 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:29.881, P0, 58, 100 %, 44.57 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:30.084, P0, 58, 100 %, 51.77 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:30.288, P0, 58, 100 %, 60.52 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:30.492, P0, 69, 100 %, 70.46 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:30.696, P0, 69, 100 %, 77.87 W, 2565 MHz, 8101 MHz
2026/09/19 17:48:30.900, P0, 69, 100 %, 77.68 W, 2565 MHz, 8101 MHz
